education,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp4,accepted_cmp5,accepted_cmp1,accepted_cmp2,response,age,total_days_active,total_mnt_spent,total_cmp_accepted,have_kids_or_teen,total_days_active_bins,total_mnt_spent_bins,marital_status_Married,marital_status_Used_to_marry
2,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,68,2666,240,0,1,3,4,1.0,0.0
5,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,42,2489,795,0,1,2,6,0.0,0.0
2,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,38,2481,1772,1,0,2,9,1.0,0.0
3,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,50,2364,64,0,0,1,2,1.0,0.0
2,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,61,2403,1957,4,1,2,9,1.0,0.0
2,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,42,2350,78,0,1,1,2,1.0,0.0
2,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,40,2364,1572,0,0,1,9,0.0,0.0
4,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,49,2418,795,0,1,2,6,1.0,0.0
3,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,50,2213,889,0,1,1,6,1.0,0.0
5,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,57,2288,331,0,1,1,4,0.0,1.0
5,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,70,2035,265,0,1,0,4,1.0,0.0
2,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,58,2552,1065,0,1,3,7,0.0,0.0
4,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,69,2296,11,0,1,1,0,1.0,0.0
2,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,41,2377,21,0,1,2,0,0.0,0.0
2,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,50,2611,17,0,1,3,0,1.0,0.0
2,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,46,2690,369,0,1,3,4,1.0,0.0
5,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,52,2156,38,0,1,0,1,1.0,0.0
3,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,42,2308,177,0,1,1,3,0.0,0.0
5,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,50,2366,279,0,1,1,4,1.0,0.0
4,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,39,2275,62,0,1,1,2,1.0,0.0
5,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,43,2548,1230,3,1,3,8,1.0,0.0
2,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,52,2140,182,0,1,0,3,1.0,0.0
2,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,50,2323,49,0,1,1,1,1.0,0.0
5,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,54,2308,75,0,1,1,2,1.0,0.0
4,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,64,2331,227,0,1,1,4,1.0,0.0
5,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,46,2593,215,1,1,3,4,1.0,0.0
2,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,69,2460,444,0,1,2,5,1.0,0.0
3,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,53,2259,47,0,1,1,1,1.0,0.0
4,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,69,2444,143,0,0,2,3,1.0,0.0
2,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,37,2084,55,0,1,0,1,1.0,0.0
3,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,49,2123,63,0,1,0,2,1.0,0.0
2,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,65,2640,1867,3,0,3,9,0.0,1.0
4,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,59,2275,611,0,1,1,5,1.0,0.0
2,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,65,2100,473,1,1,0,5,1.0,0.0
2,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,61,2280,55,0,0,1,1,1.0,0.0
5,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,36,2645,81,0,1,3,2,0.0,0.0
4,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,45,2600,2086,2,0,3,9,1.0,0.0
4,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,55,2198,1478,0,0,1,8,0.0,0.0
2,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,43,2202,49,0,1,1,1,1.0,0.0
5,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,48,2305,382,0,0,1,4,1.0,0.0
4,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,45,2332,69,0,1,1,2,1.0,0.0
2,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,51,2592,67,0,1,3,2,0.0,1.0
4,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,51,2294,30,0,1,1,0,1.0,0.0
3,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,42,2412,63,0,1,2,2,1.0,0.0
2,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,39,2685,79,0,1,3,2,1.0,0.0
2,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,59,2527,42,0,1,2,1,0.0,0.0
2,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,60,2645,819,0,1,3,6,1.0,0.0
2,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,65,2267,1151,0,0,1,7,0.0,0.0
5,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,72,2559,594,0,1,3,5,1.0,0.0
4,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,54,2503,129,0,1,2,3,1.0,0.0
4,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,34,2593,213,0,1,3,4,0.0,0.0
2,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,47,2100,67,0,1,0,2,0.0,1.0
2,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,64,2475,28,0,1,2,0,0.0,1.0
1,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,45,2649,45,0,1,3,1,1.0,0.0
2,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,55,2030,1193,1,0,0,8,1.0,0.0
4,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,51,2301,268,0,0,1,4,0.0,0.0
4,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,76,2317,266,0,0,1,4,0.0,1.0
1,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,47,2585,37,0,1,3,1,1.0,0.0
2,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,53,2277,37,0,1,1,1,1.0,0.0
5,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,51,2585,882,0,0,3,6,0.0,0.0
2,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,46,2311,373,0,1,1,4,1.0,0.0
4,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,55,2386,35,0,1,2,1,0.0,0.0
5,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,44,2421,107,0,1,2,3,1.0,0.0
2,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,42,2498,42,0,1,2,1,0.0,1.0
4,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,60,2736,326,0,1,3,4,1.0,0.0
5,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,59,2391,404,0,1,2,5,1.0,0.0
2,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,49,2319,95,0,0,1,3,0.0,0.0
2,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,71,2120,939,2,0,0,7,0.0,1.0
3,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,42,2194,33,0,1,1,0,0.0,0.0
3,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,65,2398,981,1,0,2,7,1.0,0.0
2,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,44,2493,36,0,1,2,1,1.0,0.0
2,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,45,2396,1237,0,1,2,8,0.0,0.0
2,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,60,2679,1825,0,1,3,9,1.0,0.0
5,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,43,2628,103,0,1,3,3,0.0,1.0
2,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,43,2543,191,0,1,3,3,0.0,0.0
5,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,50,2240,1586,0,1,1,9,1.0,0.0
5,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,62,2031,963,0,0,0,7,1.0,0.0
3,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,50,2213,889,0,1,1,6,1.0,0.0
3,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,60,2168,93,1,0,0,3,0.0,0.0
2,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,47,2486,1587,0,0,2,9,0.0,0.0
2,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,58,2169,16,0,1,0,0,0.0,1.0
2,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,68,2379,1375,0,0,2,8,0.0,0.0
2,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,58,2592,393,0,1,3,4,1.0,0.0
4,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,70,2647,1477,0,1,3,8,0.0,1.0
2,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,49,2238,1179,1,1,1,8,1.0,0.0
2,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,60,2615,1005,0,1,3,7,1.0,0.0
5,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,72,2051,1348,0,0,0,8,1.0,0.0
5,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,61,2570,1307,0,1,3,8,0.0,1.0
2,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,56,2459,486,1,1,2,5,0.0,0.0
4,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,1,73,2464,2252,2,0,2,9,1.0,0.0
5,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,49,2320,235,0,1,1,4,1.0,0.0
2,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,50,2549,1724,2,0,3,9,1.0,0.0
4,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,50,2250,235,0,1,1,4,0.0,1.0
4,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,43,2056,1092,0,1,0,7,1.0,0.0
2,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,62,2319,599,0,1,1,5,1.0,0.0
4,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,60,2170,2008,1,0,0,9,0.0,0.0
2,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,35,2694,48,0,1,3,1,1.0,0.0
2,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,46,2684,1174,0,1,3,7,1.0,0.0
5,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,70,2067,67,0,1,0,2,1.0,0.0
2,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,65,2747,365,0,1,3,4,0.0,1.0
2,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,2122,6,0,0,0,0,0.0,1.0
2,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,67,2150,165,0,1,0,3,1.0,0.0
3,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,62,2614,210,0,0,3,4,1.0,0.0
5,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,73,2327,1095,0,1,1,7,1.0,0.0
5,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,54,2226,223,1,1,1,4,0.0,0.0
2,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,57,2547,597,0,1,3,5,1.0,0.0
2,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,35,2214,22,0,1,1,0,1.0,0.0
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,45,2160,1064,0,1,0,7,0.0,1.0
1,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,40,2692,74,0,0,3,2,1.0,0.0
4,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,64,2517,26,0,0,2,0,1.0,0.0
2,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,61,2532,60,0,0,2,2,1.0,0.0
5,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,46,2445,20,0,1,2,0,1.0,0.0
1,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,33,2304,59,0,1,1,2,0.0,0.0
5,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,52,2434,34,0,1,2,0,1.0,0.0
3,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,49,2219,198,0,1,1,4,1.0,0.0
5,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,56,2315,1048,0,1,1,7,1.0,0.0
4,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,58,2207,574,0,1,1,5,0.0,0.0
2,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,50,2683,1029,0,1,3,7,0.0,1.0
2,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,40,2218,670,0,1,1,6,1.0,0.0
5,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,45,2573,990,0,1,3,7,0.0,0.0
2,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,46,2073,11,0,1,0,0,1.0,0.0
5,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,57,2651,1241,1,1,3,8,1.0,0.0
2,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,41,2164,576,0,0,0,5,0.0,0.0
3,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,35,2426,172,1,1,2,3,1.0,0.0
5,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,40,2230,664,0,0,1,6,0.0,0.0
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,57,2264,928,0,1,1,7,0.0,1.0
2,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,53,2648,2074,0,0,3,9,0.0,1.0
3,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,38,2368,467,0,0,2,5,1.0,0.0
2,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,65,2225,257,0,1,1,4,1.0,0.0
2,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,53,2166,1146,0,0,0,7,1.0,0.0
5,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,44,2441,689,0,1,2,6,0.0,1.0
5,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,48,2620,2114,0,0,3,9,0.0,0.0
5,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,38,2734,1717,0,0,3,9,1.0,0.0
5,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,31,2065,1346,2,0,0,8,1.0,0.0
5,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,51,2330,1044,0,0,1,7,1.0,0.0
5,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,1,60,2596,493,1,1,3,5,0.0,1.0
2,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,50,2296,957,0,0,1,7,0.0,0.0
4,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,62,2323,270,0,1,1,4,1.0,0.0
1,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,68,2271,29,0,0,1,0,1.0,0.0
4,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,71,2454,121,0,1,2,3,0.0,1.0
4,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,59,2305,126,0,1,1,3,1.0,0.0
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,25,2091,23,0,0,0,0,0.0,0.0
5,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,71,2475,57,0,1,2,2,0.0,0.0
2,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,59,2253,636,0,0,1,6,0.0,0.0
2,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,60,2113,1004,1,0,0,7,1.0,0.0
2,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,47,2247,734,0,1,1,6,0.0,1.0
2,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,42,2144,614,0,1,0,5,1.0,0.0
2,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,42,2169,1453,1,1,0,8,0.0,1.0
4,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,32,2095,1621,3,0,0,9,0.0,0.0
4,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,52,2222,187,0,1,1,3,0.0,1.0
2,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,34,2503,1443,2,1,2,8,1.0,0.0
5,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,50,2029,57,0,1,0,2,0.0,1.0
2,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,69,2418,637,0,1,2,6,0.0,1.0
5,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,72,2185,948,1,1,0,7,1.0,0.0
4,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,49,2586,59,1,1,3,2,1.0,0.0
2,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,34,2387,18,0,1,2,0,1.0,0.0
4,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,55,2628,903,0,1,3,6,0.0,0.0
2,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,45,2544,112,0,1,3,3,0.0,0.0
2,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,67,2428,596,0,0,2,5,1.0,0.0
2,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,38,2312,233,0,1,1,4,1.0,0.0
5,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,45,2566,1511,0,0,3,8,1.0,0.0
3,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,60,2686,1152,1,0,3,7,0.0,1.0
2,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,42,2519,48,0,1,2,1,1.0,0.0
2,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,50,2439,1185,0,1,2,8,0.0,1.0
2,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,62,2144,21,0,1,0,0,0.0,0.0
4,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,55,2617,965,0,1,3,7,1.0,0.0
2,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,66,2394,869,0,0,2,6,1.0,0.0
5,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,36,2055,16,0,1,0,0,1.0,0.0
2,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,55,2483,1947,0,0,2,9,1.0,0.0
2,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,44,2739,71,1,1,3,2,1.0,0.0
2,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,54,1983,65,0,1,0,2,1.0,0.0
2,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,65,2217,1380,1,0,1,8,1.0,0.0
4,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,44,2175,1027,0,0,0,7,0.0,1.0
4,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,55,2262,411,0,1,1,5,1.0,0.0
2,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,29,2484,836,1,0,2,6,1.0,0.0
5,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,71,2312,11,0,1,1,0,0.0,1.0
5,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,67,2692,480,0,1,3,5,1.0,0.0
2,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,42,2386,606,0,1,2,5,1.0,0.0
5,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,72,2243,284,0,1,1,4,0.0,1.0
2,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,47,2302,1472,3,1,1,8,0.0,1.0
2,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1,71,2076,1677,3,0,0,9,1.0,0.0
2,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,47,2449,1335,0,1,2,8,1.0,0.0
4,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,68,2058,334,0,1,0,4,1.0,0.0
1,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,31,2492,18,0,1,2,0,1.0,0.0
2,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,51,2724,1338,0,1,3,8,1.0,0.0
5,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,67,2516,1099,0,1,2,7,0.0,0.0
4,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,64,2515,97,0,1,2,3,1.0,0.0
5,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,70,2161,63,0,1,0,2,0.0,0.0
3,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,42,2322,109,0,1,1,3,1.0,0.0
2,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,56,2133,902,1,0,0,6,1.0,0.0
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,68,2417,1574,1,0,2,9,1.0,0.0
3,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,45,2226,38,0,1,1,1,1.0,0.0
2,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,25,2143,960,0,0,0,7,0.0,0.0
2,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,50,2314,28,1,1,1,0,0.0,0.0
3,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,1,66,2212,1215,1,0,1,8,1.0,0.0
5,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,48,2152,1497,0,0,0,8,1.0,0.0
5,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,62,2238,449,0,1,1,5,1.0,0.0
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,45,2160,1064,0,1,0,7,0.0,1.0
2,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,51,2527,1757,3,0,2,9,1.0,0.0
2,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,41,2063,1440,0,0,0,8,1.0,0.0
3,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,42,2538,1006,0,0,2,7,1.0,0.0
5,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,48,2693,1226,0,1,3,8,1.0,0.0
2,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,56,2319,1171,0,1,1,7,1.0,0.0
4,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,41,2532,92,0,1,2,3,1.0,0.0
5,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,61,2059,99,0,1,0,3,1.0,0.0
3,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,39,2322,66,0,1,1,2,1.0,0.0
2,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,53,2094,564,0,1,0,5,0.0,0.0
